region_id,date,waste_tons
R063,2025-02-07,7.83
R034,2025-02-11,10.24
R006,2025-03-08,7.31
R046,2025-01-17,5.77
R059,2025-02-28,7.19
R075,2025-01-20,7.39
R062,2025-03-05,8.4
R009,2025-01-05,8.89
R007,2025-02-28,7.74
R043,2025-01-16,8.21
R073,2025-03-02,13.79
R018,2025-01-14,11.24
R018,2025-02-04,9.81
R003,2025-01-03,10.44
R095,2025-01-20,6.6
R057,2025-01-08,8.71
R031,2025-01-25,12.46
R060,2025-03-08,7.16
R033,2025-01-06,9.37
R044,2025-01-02,13.73
R043,2025-01-18,6.45
R009,2025-02-15,11.12
R029,2025-02-14,9.37
R018,2025-01-05,10.21
R069,2025-01-10,5.53
R031,2025-02-19,8.71
R033,2025-01-12,10.23
R066,2025-03-01,9.32
R026,2025-01-07,8.98
R008,2025-01-08,11.53
R034,2025-01-08,7.79
R064,2025-02-23,12.54
R098,2025-02-23,5.98
R081,2025-02-12,10.73
R047,2025-02-26,14.08
R089,2025-01-04,9.88
R011,2025-01-22,7.01
R061,2025-01-29,12.78
R015,2025-02-15,6.26
R093,2025-02-26,11.92
R019,2025-02-05,8.4
R050,2025-02-20,8.58
R022,2025-01-27,9.1
R082,2025-01-01,7.82
R022,2025-02-20,6.59
R031,2025-03-06,11.75
R059,2025-02-12,7.88
R092,2025-03-07,10.13
R095,2025-01-02,8.24
R038,2025-02-07,13.47
R089,2025-03-10,10.61
R073,2025-02-17,10.74
R085,2025-03-03,11.44
R081,2025-02-06,11.43
R002,2025-02-08,6.63
R026,2025-01-05,7.41
R087,2025-03-04,6.56
R020,2025-01-22,6.84
R094,2025-01-15,8.32
R069,2025-01-30,8.75
R055,2025-01-11,8.93
R029,2025-01-14,8.57
R005,2025-02-26,7.76
R071,2025-01-10,9.28
R067,2025-02-01,8.31
R033,2025-01-29,7.82
R037,2025-01-24,9.14
R011,2025-01-25,7.46
R011,2025-03-07,8.13
R066,2025-02-23,8.19
R054,2025-01-25,9.62
R005,2025-01-28,11.18
R088,2025-01-14,10.32
R083,2025-01-28,8.06
R041,2025-03-07,8.41
R096,2025-02-27,4.51
R063,2025-02-14,7.46
R091,2025-02-08,6.82
R026,2025-02-11,9.28
R046,2025-02-27,5.47
R071,2025-02-26,12.19
R071,2025-01-13,10.62
R030,2025-01-24,11.12
R087,2025-02-24,11.97
R002,2025-01-02,6.29
R036,2025-01-24,7.88
R093,2025-01-17,9.38
R019,2025-01-01,6.69
R024,2025-02-26,12.87
R045,2025-01-23,13.52
R061,2025-03-08,8.19
R053,2025-02-22,11.45
R072,2025-01-08,10.79
R096,2025-01-14,8.78
R025,2025-01-16,9.13
R016,2025-02-15,7.36
R055,2025-02-28,10.24
R052,2025-02-21,6.61
R085,2025-03-07,7.55
R024,2025-01-21,12.08
R058,2025-02-23,5.06
R027,2025-03-03,6.3
R067,2025-03-01,6.12
R024,2025-01-03,13.07
R014,2025-03-10,8.62
R044,2025-02-10,13.55
R071,2025-03-02,12.6
R037,2025-01-29,7.82
R013,2025-01-09,4.32
R050,2025-02-23,6.55
R082,2025-02-18,10.21
R094,2025-01-25,11.77
R031,2025-02-01,11.15
R001,2025-02-17,12.63
R053,2025-02-14,12.12
R020,2025-01-21,11.54
R067,2025-01-09,8.17
R007,2025-01-27,10.17
R025,2025-03-05,7.01
R059,2025-01-15,5.43
R043,2025-02-11,8.6
R074,2025-02-23,7.99
R057,2025-03-07,11.43
R076,2025-01-21,9.98
R070,2025-03-10,7.52
R019,2025-02-04,10.25
R042,2025-03-11,5.79
R055,2025-01-04,10.47
R094,2025-01-26,9.22
R072,2025-01-25,7.22
R060,2025-02-05,9.42
R016,2025-03-04,8.83
R012,2025-01-07,12.89
R095,2025-02-03,6.67
R068,2025-02-26,9.6
R042,2025-02-06,7.63
R100,2025-01-13,10.01
R055,2025-01-24,5.43
R064,2025-01-30,13.09
R027,2025-02-01,8.66
R029,2025-01-04,5.92
R071,2025-01-09,13.39
R056,2025-02-01,11.54
R062,2025-03-01,7.95
R007,2025-03-07,7.22
R084,2025-03-11,7.85
R089,2025-01-02,9.0
R001,2025-01-31,8.43
R027,2025-03-01,10.65
R033,2025-02-13,6.02
R060,2025-01-15,8.89
R046,2025-03-05,8.16
R065,2025-01-24,9.02
R069,2025-01-12,9.79
R049,2025-02-18,9.17
R010,2025-01-07,13.21
R078,2025-02-28,12.81
R034,2025-02-08,11.3
R016,2025-02-03,6.96
R013,2025-01-22,8.21
R045,2025-01-01,13.75
R013,2025-03-05,9.73
R094,2025-02-14,8.24
R002,2025-02-09,7.82
R097,2025-01-13,10.24
R073,2025-01-01,8.88
R070,2025-01-08,7.54
R087,2025-02-27,9.63
R084,2025-03-07,7.39
R095,2025-03-08,7.01
R055,2025-02-12,9.44
R027,2025-01-12,12.12
R084,2025-02-13,7.24
R012,2025-01-13,13.15
R098,2025-02-15,8.97
R048,2025-01-06,8.2
R040,2025-01-24,7.69
R069,2025-02-20,9.37
R027,2025-01-06,6.84
R016,2025-02-14,7.64
R070,2025-03-08,4.84
R099,2025-03-05,9.44
R037,2025-03-10,7.76
R085,2025-01-24,7.01
R037,2025-01-31,8.01
R085,2025-01-15,9.68
R024,2025-02-14,6.56
R082,2025-02-28,10.98
R077,2025-02-04,10.32
R034,2025-01-19,7.95
R055,2025-01-06,8.16
R065,2025-03-01,10.02
R046,2025-03-02,9.55
R063,2025-01-16,10.9
R057,2025-01-03,11.45
R056,2025-01-03,9.61
R100,2025-01-18,9.71
R081,2025-03-07,10.03
R018,2025-01-15,13.17
R038,2025-01-28,12.11
R047,2025-01-29,11.46
R077,2025-03-11,14.33
R084,2025-03-05,7.79
R100,2025-02-01,12.66
R026,2025-01-21,11.22
R012,2025-03-01,10.56
R049,2025-03-10,8.72
R035,2025-02-21,7.74
R009,2025-03-09,10.73
R059,2025-02-08,7.03
R014,2025-01-16,4.5
R005,2025-01-16,10.83
R016,2025-01-03,6.47
R037,2025-02-21,8.11
R051,2025-01-19,11.42
R032,2025-02-15,6.61
R014,2025-02-04,4.64
R080,2025-02-03,8.33
R083,2025-03-04,11.67
R001,2025-01-13,6.65
R016,2025-03-09,6.96
R073,2025-02-20,14.25
R039,2025-02-16,10.62
R043,2025-01-27,5.71
R064,2025-02-01,9.87
R019,2025-03-01,9.41
R093,2025-03-01,12.14
R098,2025-02-21,7.76
R092,2025-01-29,12.26
R040,2025-02-11,8.88
R087,2025-01-09,11.33
R061,2025-01-17,11.33
R010,2025-01-24,12.69
R036,2025-01-08,7.02
R050,2025-02-13,8.2
R082,2025-02-02,7.22
R075,2025-02-02,9.42
R098,2025-02-08,6.31
R057,2025-01-20,11.79
R056,2025-03-10,13.37
R073,2025-02-23,8.71
R033,2025-03-05,5.74
R090,2025-01-31,9.38
R009,2025-01-11,9.1
R021,2025-02-18,9.86
R070,2025-02-03,5.67
R086,2025-02-16,6.57
R025,2025-03-07,9.81
R049,2025-02-03,9.77
R079,2025-01-22,5.74
R005,2025-01-08,6.23
R025,2025-02-28,11.34
R063,2025-01-30,8.56
R059,2025-02-03,6.16
R039,2025-02-17,10.61
R055,2025-01-02,6.64
R060,2025-01-31,9.56
R056,2025-01-28,9.28
R057,2025-02-18,12.01
R025,2025-01-05,6.69
R081,2025-01-25,6.89
R020,2025-01-09,10.07
R089,2025-03-06,9.62
R098,2025-01-21,8.9
R076,2025-02-16,8.66
R064,2025-03-09,10.69
R033,2025-01-19,8.08
R088,2025-01-28,10.58
R066,2025-03-09,11.86
R089,2025-02-13,7.52
R036,2025-01-21,6.91
R078,2025-01-30,11.78
R023,2025-01-25,10.36
R088,2025-03-09,8.87
R052,2025-02-08,8.67
R064,2025-02-13,13.86
R032,2025-01-16,5.98
R096,2025-01-04,7.16
R018,2025-02-11,11.21
R077,2025-02-24,11.14
R018,2025-03-10,10.17
R033,2025-01-15,9.1
R028,2025-03-03,6.65
R093,2025-03-03,12.9
R002,2025-02-13,7.48
R085,2025-02-27,9.7
R087,2025-03-10,7.35
R096,2025-02-17,7.18
R008,2025-01-18,12.27
R098,2025-03-11,8.52
R074,2025-01-01,10.19
R082,2025-01-31,11.03
R055,2025-02-15,8.65
R049,2025-01-03,10.07
R058,2025-02-27,9.07
R006,2025-01-01,6.88
R059,2025-03-01,6.86
R092,2025-02-04,13.09
R054,2025-01-01,11.25
R016,2025-03-06,6.89
R081,2025-02-24,7.1
R005,2025-01-19,9.7
R047,2025-03-01,11.74
R080,2025-01-21,8.82
R065,2025-02-17,6.36
R077,2025-01-07,12.06
R082,2025-02-09,8.75
R097,2025-01-23,8.38
R004,2025-01-20,11.95
R052,2025-02-17,8.47
R062,2025-01-11,7.52
R078,2025-01-05,8.59
R099,2025-02-26,9.92
R098,2025-02-22,7.87
R031,2025-01-04,11.76
R079,2025-02-10,5.04
R038,2025-02-26,11.59
R054,2025-01-30,11.98
R067,2025-02-14,7.15
R024,2025-01-05,9.65
R009,2025-02-17,8.0
R088,2025-01-01,7.27
R016,2025-02-13,7.13
R081,2025-03-05,10.31
R099,2025-01-17,7.37
R095,2025-03-04,7.45
R003,2025-03-05,10.58
R046,2025-01-15,7.3
R056,2025-03-01,9.53
R012,2025-03-09,10.5
R084,2025-01-24,5.3
R018,2025-02-10,11.96
R076,2025-02-23,9.18
R023,2025-03-11,10.85
R082,2025-02-01,9.67
R059,2025-02-14,7.05
R097,2025-02-03,6.55
R061,2025-02-11,7.72
R077,2025-02-15,13.34
R054,2025-02-18,15.88
R074,2025-01-14,9.43
R077,2025-01-12,9.9
R035,2025-02-02,7.97
R042,2025-02-17,10.07
R010,2025-01-28,8.2
R012,2025-01-21,10.91
R074,2025-02-22,8.44
R061,2025-02-03,9.5
R020,2025-01-30,8.08
R075,2025-01-23,5.89
R034,2025-02-07,10.47
R068,2025-02-13,7.72
R055,2025-03-03,10.36
R091,2025-01-13,12.41
R088,2025-01-20,7.87
R080,2025-01-09,11.76
R081,2025-01-15,11.82
R085,2025-02-26,6.72
R045,2025-02-15,10.8
R054,2025-02-24,13.27
R086,2025-01-24,11.18
R026,2025-01-31,11.93
R057,2025-01-28,8.99
R012,2025-02-03,12.68
R013,2025-01-18,7.51
R099,2025-02-28,8.79
R048,2025-02-21,10.19
R094,2025-01-22,10.79
R004,2025-01-10,10.62
R019,2025-01-29,10.71
R009,2025-01-23,8.41
R001,2025-02-13,9.3
R018,2025-02-14,13.52
R084,2025-01-13,8.18
R097,2025-02-23,7.99
R028,2025-01-03,8.03
R061,2025-02-09,7.33
R088,2025-02-02,11.16
R056,2025-01-17,11.84
R083,2025-02-15,8.12
R016,2025-01-22,8.56
R011,2025-01-19,7.76
R034,2025-02-24,11.34
R022,2025-02-05,5.94
R010,2025-02-10,10.63
R080,2025-03-07,9.81
R057,2025-02-27,13.66
R013,2025-02-27,8.39
R096,2025-03-08,7.25
R041,2025-01-05,10.69
R070,2025-02-20,9.76
R038,2025-02-21,9.51
R087,2025-01-28,8.58
R042,2025-02-22,7.65
R093,2025-02-13,8.96
R042,2025-01-07,9.41
R037,2025-03-04,6.25
R077,2025-01-11,13.16
R027,2025-02-24,9.64
R034,2025-03-02,9.75
R026,2025-01-20,8.46
R073,2025-02-10,9.88
R043,2025-03-08,6.41
R029,2025-01-24,7.7
R008,2025-02-11,11.22
R072,2025-02-06,10.75
R044,2025-03-07,10.82
R051,2025-01-06,7.6
R043,2025-02-16,8.54
R031,2025-03-05,9.59
R011,2025-02-01,9.54
R034,2025-01-30,11.85
R073,2025-02-12,10.25
R032,2025-03-04,8.59
R056,2025-03-02,11.61
R064,2025-01-27,10.86
R018,2025-03-07,12.08
R031,2025-01-05,9.57
R100,2025-02-19,11.01
R052,2025-01-14,10.16
R013,2025-02-28,3.62
R007,2025-01-09,9.67
R069,2025-03-07,8.13
R091,2025-01-30,10.61
R079,2025-01-14,11.09
R091,2025-01-31,11.26
R018,2025-02-02,9.32
R072,2025-02-14,8.96
R076,2025-01-26,11.74
R057,2025-03-06,7.82
R085,2025-02-14,9.57
R052,2025-02-07,8.21
R016,2025-02-16,9.24
R030,2025-02-12,9.09
R091,2025-01-18,5.26
R081,2025-01-13,10.01
R085,2025-01-23,9.89
R026,2025-02-08,9.59
R073,2025-01-28,6.99
R044,2025-01-08,13.87
R008,2025-02-08,10.25
R045,2025-01-28,12.77
R003,2025-02-22,8.55
R065,2025-02-15,7.2
R017,2025-01-07,11.29
R054,2025-01-12,13.78
R046,2025-01-10,5.6
R048,2025-01-24,6.93
R005,2025-01-25,7.64
R058,2025-01-21,5.66
R019,2025-02-02,10.66
R002,2025-01-01,4.95
R039,2025-03-08,7.83
R055,2025-03-06,8.8
R042,2025-01-10,7.3
R012,2025-03-03,11.28
R073,2025-02-16,13.39
R021,2025-02-26,9.37
R061,2025-02-28,10.3
R004,2025-01-29,13.04
R002,2025-01-23,6.82
R038,2025-03-08,13.63
R050,2025-01-13,8.67
R043,2025-02-27,6.6
R081,2025-01-06,8.46
R046,2025-03-09,6.6
R063,2025-02-22,6.72
R063,2025-02-17,8.97
R015,2025-01-22,8.02
R046,2025-02-07,6.47
R096,2025-02-28,7.45
R034,2025-03-09,11.04
R090,2025-01-29,10.96
R075,2025-02-06,7.39
R036,2025-03-08,6.91
R022,2025-03-04,8.48
R035,2025-01-31,8.64
R079,2025-02-04,6.43
R006,2025-03-03,7.05
R088,2025-02-24,8.67
R096,2025-03-07,6.57
R093,2025-01-22,11.65
R074,2025-01-28,11.33
R053,2025-01-02,12.74
R086,2025-02-01,5.85
R040,2025-03-11,7.64
R092,2025-01-12,11.49
R077,2025-01-06,13.67
R038,2025-01-14,9.35
R010,2025-01-04,12.06
R008,2025-01-09,13.9
R036,2025-01-14,8.4
R097,2025-03-01,8.81
R010,2025-01-08,13.19
R011,2025-01-21,9.04
R005,2025-01-09,5.53
R011,2025-02-27,10.43
R036,2025-03-05,7.28
R040,2025-01-19,12.56
R077,2025-01-09,11.59
R074,2025-02-28,11.43
R049,2025-02-16,11.4
R009,2025-02-06,9.39
R097,2025-02-25,8.2
R016,2025-01-19,5.78
R028,2025-02-22,9.58
R024,2025-02-07,14.05
R087,2025-02-25,7.73
R025,2025-01-21,10.83
R081,2025-01-10,8.07
R068,2025-01-25,12.14
R039,2025-01-07,11.82
R056,2025-03-06,12.49
R002,2025-01-17,7.99
R033,2025-03-10,7.62
R068,2025-01-21,7.68
R048,2025-01-17,5.91
R041,2025-01-16,10.01
R015,2025-02-19,9.85
R078,2025-02-15,8.83
R081,2025-01-14,10.59
R031,2025-02-14,7.4
R063,2025-02-03,9.74
R018,2025-01-11,12.1
R029,2025-03-07,5.98
R009,2025-03-03,10.09
R099,2025-02-04,10.37
R009,2025-01-07,7.87
R027,2025-01-18,6.86
R020,2025-01-05,9.31
R084,2025-02-23,6.06
R096,2025-01-06,8.66
R030,2025-03-11,8.3
R053,2025-01-29,12.6
R100,2025-02-07,11.78
R050,2025-02-07,7.89
R025,2025-01-09,6.69
R011,2025-02-15,10.15
R069,2025-01-14,5.59
R047,2025-02-07,11.47
R032,2025-01-18,5.83
R003,2025-02-25,13.61
R017,2025-02-02,10.59
R038,2025-01-30,11.04
R066,2025-02-22,9.3
R012,2025-02-02,11.29
R062,2025-01-05,7.16
R034,2025-02-10,7.25
R091,2025-02-02,6.53
R065,2025-02-06,8.34
R030,2025-02-08,10.02
R078,2025-01-09,9.93
R010,2025-01-15,8.3
R089,2025-01-23,8.05
R083,2025-02-27,8.97
R038,2025-02-24,9.77
R070,2025-01-23,5.77
R002,2025-02-20,9.98
R026,2025-01-28,9.84
R049,2025-02-05,9.48
R081,2025-01-24,10.45
R031,2025-02-05,9.19
R083,2025-02-22,10.5
R061,2025-02-22,8.43
R002,2025-03-06,8.75
R089,2025-01-17,9.95
R095,2025-02-05,6.89
R060,2025-01-28,8.52
R037,2025-02-09,9.23
R001,2025-03-04,8.7
R066,2025-01-07,8.97
R087,2025-03-11,8.45
R050,2025-01-14,7.56
R048,2025-01-30,6.55
R054,2025-01-13,12.69
R010,2025-02-19,11.75
R053,2025-02-28,12.48
R011,2025-02-11,6.54
R018,2025-01-22,10.54
R032,2025-01-01,7.01
R084,2025-02-22,9.12
R069,2025-01-13,6.09
R009,2025-01-08,10.15
R027,2025-02-23,8.07
R047,2025-02-02,11.0
R025,2025-02-07,11.97
R020,2025-03-04,10.52
R075,2025-03-09,9.79
R043,2025-03-03,9.98
R052,2025-01-21,5.04
R007,2025-03-11,9.5
R092,2025-01-23,12.84
R010,2025-03-02,10.7
R089,2025-02-22,7.76
R009,2025-02-12,12.73
R028,2025-01-22,7.47
R069,2025-02-11,7.94
R081,2025-02-16,11.55
R071,2025-02-17,9.74
R083,2025-02-19,5.93
R042,2025-01-04,7.09
R034,2025-02-26,7.78
R017,2025-03-09,14.3
R004,2025-03-06,9.09
R065,2025-01-26,8.26
R020,2025-02-01,10.69
R056,2025-03-04,10.41
R022,2025-02-26,6.33
R053,2025-02-10,11.07
R097,2025-01-20,7.5
R099,2025-02-09,11.57
R050,2025-01-02,4.92
R046,2025-01-16,7.24
R094,2025-03-09,8.42
R020,2025-01-08,6.05
R014,2025-02-05,8.43
R079,2025-02-09,9.28
R033,2025-01-11,8.22
R097,2025-03-07,7.58
R049,2025-03-11,8.3
R044,2025-01-01,11.07
R034,2025-02-06,7.1
R001,2025-03-10,7.39
R074,2025-01-09,11.05
R071,2025-03-05,13.62
R023,2025-02-28,9.72
R047,2025-02-20,9.67
R059,2025-02-13,6.0
R065,2025-02-19,8.43
R022,2025-02-03,8.09
R041,2025-02-21,10.11
R003,2025-01-11,11.13
R041,2025-01-08,9.39
R030,2025-02-26,6.2
R092,2025-01-06,9.18
R033,2025-01-20,7.61
R069,2025-03-09,9.12
R043,2025-02-02,9.41
R077,2025-03-10,10.28
R041,2025-01-06,10.55
R013,2025-01-20,3.7
R039,2025-01-10,10.46
R039,2025-01-28,12.3
R090,2025-02-08,11.12
R085,2025-02-17,5.11
R006,2025-01-17,8.27
R021,2025-02-02,14.37
R098,2025-01-23,6.61
R026,2025-01-30,11.89
R061,2025-02-21,12.61
R053,2025-02-12,10.06
R026,2025-03-10,7.96
R064,2025-02-18,12.73
R013,2025-01-02,8.55
R017,2025-03-11,11.11
R003,2025-02-05,11.45
R073,2025-01-07,12.33
R009,2025-02-27,9.53
R030,2025-03-05,7.54
R042,2025-02-25,6.37
R100,2025-01-27,10.15
R066,2025-02-20,11.65
R015,2025-02-20,7.71
R087,2025-01-30,8.64
R005,2025-01-21,8.21
R022,2025-01-03,8.91
R005,2025-01-04,5.46
R029,2025-03-10,6.31
R058,2025-01-14,7.94
R062,2025-01-02,4.86
R080,2025-01-17,11.43
R026,2025-03-05,10.9
R019,2025-01-12,9.59
R052,2025-02-14,6.23
R058,2025-02-19,4.97
R077,2025-01-25,9.79
R034,2025-01-04,10.37
R029,2025-02-18,6.84
R079,2025-02-01,9.28
R038,2025-02-22,13.35
R047,2025-01-07,9.51
R095,2025-02-10,10.93
R064,2025-02-16,12.92
R050,2025-03-06,5.77
R052,2025-02-25,9.95
R002,2025-01-30,6.63
R073,2025-01-16,10.96
R011,2025-02-14,7.44
R093,2025-02-01,7.22
R007,2025-03-02,9.49
R066,2025-03-11,11.88
R098,2025-01-08,9.14
R071,2025-01-31,10.74
R017,2025-02-07,14.47
R021,2025-02-07,10.0
R035,2025-02-04,8.91
R058,2025-02-28,6.32
R006,2025-02-22,6.23
R032,2025-01-26,7.48
R014,2025-02-09,3.36
R079,2025-01-13,7.74
R030,2025-02-07,8.63
R046,2025-02-16,7.29
R070,2025-02-26,7.26
R010,2025-02-08,13.37
R004,2025-01-09,12.39
R029,2025-01-03,8.82
R043,2025-02-07,8.15
R050,2025-02-15,7.07
R032,2025-02-13,5.35
R038,2025-02-13,9.27
R058,2025-02-02,8.22
R046,2025-01-12,5.81
R067,2025-02-27,7.61
R067,2025-01-07,8.19
R031,2025-02-15,7.0
R012,2025-01-08,13.26
R035,2025-02-24,8.21
R067,2025-03-11,6.63
R056,2025-01-08,12.27
R061,2025-02-01,6.7
R022,2025-01-22,9.35
R042,2025-01-16,6.27
R041,2025-01-30,10.42
R060,2025-02-14,9.51
R075,2025-02-20,6.07
R057,2025-02-14,12.37
R008,2025-01-28,14.24
R044,2025-01-03,11.63
R046,2025-02-24,7.51
R054,2025-03-05,10.99
R069,2025-01-27,7.11
R098,2025-01-26,6.17
R091,2025-01-01,7.12
R053,2025-01-25,11.36
R009,2025-01-09,11.18
R006,2025-01-11,9.39
R075,2025-03-01,10.07
R078,2025-01-15,10.38
R043,2025-02-21,8.05
R011,2025-03-01,8.76
R051,2025-02-15,10.46
R094,2025-03-06,12.83
R082,2025-01-08,7.22
R066,2025-01-05,9.01
R004,2025-01-05,12.44
R042,2025-01-30,6.8
R055,2025-01-03,5.88
R065,2025-02-22,8.12
R084,2025-02-12,6.76
R040,2025-02-18,8.68
R074,2025-02-01,10.81
R022,2025-01-04,3.93
R033,2025-01-05,6.58
R011,2025-01-26,7.48
R050,2025-01-29,9.51
R001,2025-02-19,8.75
R079,2025-01-17,8.44
R013,2025-02-17,6.55
R088,2025-01-30,7.4
R069,2025-02-28,6.19
R091,2025-01-17,5.75
R008,2025-01-27,12.59
R091,2025-03-07,9.95
R002,2025-03-11,8.87
R043,2025-01-31,8.22
R044,2025-03-08,9.69
R048,2025-03-01,9.16
R050,2025-01-25,4.86
R007,2025-02-13,8.67
R062,2025-01-30,6.18
R018,2025-02-13,12.46
R009,2025-02-04,10.45
R007,2025-01-31,7.25
R056,2025-02-11,7.56
R071,2025-02-09,11.98
R050,2025-02-27,7.77
R005,2025-02-02,8.79
R044,2025-02-07,9.5
R061,2025-01-18,7.94
R068,2025-01-15,7.26
R007,2025-02-01,11.83
R081,2025-02-19,10.16
R013,2025-02-20,6.58
R040,2025-02-03,7.81
R057,2025-01-15,10.6
R022,2025-02-06,10.41
R044,2025-02-23,13.71
R099,2025-02-25,6.45
R015,2025-01-20,6.3
R006,2025-02-09,9.44
R034,2025-01-21,8.15
R022,2025-01-07,5.58
R033,2025-01-01,8.53
R096,2025-02-12,4.86
R090,2025-03-08,11.99
R084,2025-01-29,8.1
R085,2025-01-21,10.75
R040,2025-02-15,9.83
R028,2025-02-03,6.77
R011,2025-02-28,9.14
R056,2025-01-23,9.42
R088,2025-02-01,11.49
R019,2025-02-03,8.64
R089,2025-01-07,10.19
R094,2025-03-03,11.26
R067,2025-01-06,7.5
R028,2025-01-18,7.94
R088,2025-02-18,8.67
R070,2025-01-19,7.56
R006,2025-01-19,10.82
R028,2025-02-17,6.37
R017,2025-02-01,10.02
R069,2025-02-10,7.34
R049,2025-02-15,9.8
R099,2025-01-27,11.33
R003,2025-02-21,11.53
R074,2025-02-26,8.03
R052,2025-02-11,7.41
R003,2025-02-04,9.47
R028,2025-01-14,7.21
R016,2025-02-19,5.6
R067,2025-01-11,4.3
R068,2025-02-27,6.32
R033,2025-02-22,6.57
R088,2025-01-03,9.98
R098,2025-01-19,7.73
R079,2025-01-19,8.05
R051,2025-01-24,8.67
R017,2025-02-14,10.69
R054,2025-01-09,8.8
R057,2025-02-28,10.78
R042,2025-02-07,7.21
R075,2025-01-27,7.4
R071,2025-02-13,11.04
R024,2025-02-21,11.84
R008,2025-01-19,12.75
R003,2025-01-27,8.92
R095,2025-02-09,11.35
R081,2025-01-03,12.28
R045,2025-02-11,11.28
R084,2025-02-04,7.41
R002,2025-02-03,9.26
R048,2025-02-12,9.77
R061,2025-01-31,6.65
R084,2025-01-17,8.73
R092,2025-02-10,9.78
R062,2025-01-22,8.71
R026,2025-01-03,9.39
R090,2025-01-17,10.41
R054,2025-02-02,9.99
R081,2025-01-09,10.36
R024,2025-02-18,9.17
R003,2025-01-13,13.25
R052,2025-01-04,8.01
R036,2025-02-03,8.98
R023,2025-02-13,10.13
R085,2025-01-06,8.58
R037,2025-02-02,9.21
R049,2025-01-20,10.28
R043,2025-03-04,7.22
R051,2025-02-08,12.15
R074,2025-01-23,6.15
R078,2025-01-27,9.13
R088,2025-01-18,7.72
R032,2025-02-09,6.79
R053,2025-01-10,11.43
R061,2025-01-06,9.14
R027,2025-01-03,8.42
R086,2025-02-25,10.04
R067,2025-03-06,5.5
R060,2025-03-04,9.23
R064,2025-01-15,11.68
R005,2025-01-30,8.88
R004,2025-01-03,10.45
R048,2025-03-10,7.14
R096,2025-01-22,5.03
R051,2025-02-22,9.16
R008,2025-01-06,7.26
R003,2025-03-07,10.66
R021,2025-02-04,10.61
R017,2025-01-16,10.76
R037,2025-03-06,8.48
R013,2025-01-29,6.2
R058,2025-03-07,6.05
R005,2025-01-26,7.33
R027,2025-01-30,10.89
R054,2025-01-19,11.34
R029,2025-01-29,8.35
R040,2025-03-10,8.18
R065,2025-01-29,7.52
R022,2025-03-06,10.42
R013,2025-01-04,5.57
R029,2025-01-28,7.54
R059,2025-02-02,6.67
R068,2025-01-05,9.75
R076,2025-01-08,11.67
R006,2025-02-03,7.07
R022,2025-03-10,7.65
R004,2025-01-02,10.72
R028,2025-03-09,10.5
R066,2025-01-21,9.9
R035,2025-02-28,9.8
R039,2025-03-09,9.62
R046,2025-03-10,6.76
R076,2025-01-17,8.08
R020,2025-01-20,8.42
R063,2025-02-02,10.37
R097,2025-01-06,6.47
R077,2025-01-30,14.49
R010,2025-02-20,10.99
R003,2025-02-10,10.22
R096,2025-01-11,6.06
R070,2025-02-12,7.25
R093,2025-01-23,12.18
R004,2025-03-10,13.39
R042,2025-03-09,6.02
R070,2025-01-10,8.92
R036,2025-01-31,9.79
R005,2025-01-10,10.13
R063,2025-01-01,5.72
R097,2025-02-01,8.31
R015,2025-01-14,6.33
R032,2025-03-08,7.27
R096,2025-01-08,7.96
R001,2025-02-09,7.71
R097,2025-01-24,6.61
R040,2025-01-25,7.39
R081,2025-01-07,10.06
R076,2025-02-14,9.07
R004,2025-03-02,10.87
R090,2025-02-28,13.34
R042,2025-01-14,6.51
R082,2025-02-17,9.37
R100,2025-03-06,10.84
R078,2025-02-12,7.49
R002,2025-02-11,8.46
R020,2025-03-03,8.95
R038,2025-01-11,11.97
R004,2025-01-11,12.58
R096,2025-01-13,8.72
R044,2025-01-16,11.28
R061,2025-02-18,9.8
R002,2025-01-14,5.95
R013,2025-02-03,7.36
R093,2025-02-12,8.14
R066,2025-03-07,11.34
R007,2025-02-11,10.71
R088,2025-02-28,12.18
R008,2025-03-03,9.3
R093,2025-03-09,11.73
R034,2025-03-06,11.48
R092,2025-03-05,8.43
R033,2025-01-07,9.61
R097,2025-02-21,5.65
R093,2025-02-17,9.49
R036,2025-01-01,6.13
R034,2025-01-20,8.59
R084,2025-02-28,6.15
R031,2025-02-16,11.39
R078,2025-03-08,10.95
R084,2025-02-03,12.06
R089,2025-01-12,7.97
R010,2025-01-21,9.77
R011,2025-01-09,11.52
R096,2025-01-05,8.12
R095,2025-01-14,6.37
R076,2025-01-02,8.12
R078,2025-01-21,9.3
R078,2025-02-05,12.06
R021,2025-01-25,9.99
R018,2025-01-27,12.02
R077,2025-01-18,11.68
R028,2025-02-04,7.09
R054,2025-03-06,12.46
R067,2025-02-07,7.25
R005,2025-02-04,7.33
R054,2025-02-28,12.16
R021,2025-01-28,10.2
R056,2025-02-23,8.35
R087,2025-02-17,5.6
R056,2025-02-24,11.45
R081,2025-02-27,10.16
R097,2025-01-28,10.12
R016,2025-02-25,10.33
R074,2025-02-03,10.15
R062,2025-01-18,4.75
R100,2025-03-11,13.53
R050,2025-03-04,5.12
R010,2025-02-24,9.14
R074,2025-01-12,10.99
R040,2025-02-05,9.02
R079,2025-01-29,4.74
R061,2025-02-10,7.86
R036,2025-01-02,5.88
R086,2025-02-26,10.09
R005,2025-02-16,9.03
R057,2025-01-12,11.16
R085,2025-02-23,8.7
